"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","证监会规费","交易活动费","综合审计跟踪监管费","合计费用"
"卖出","NVDA","英伟达","98.18","25","2,454.50","全部成交","25@98.18","2025/04/22 05:04:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.08","","","","","0.07","0.01","","2.15"
"卖出","SOXL","三倍做多半导体ETF-Direxion","8.77","300","2,631.00","全部成交","300@8.77","2025/04/21 20:30:23 (美东)","限价单","当日有效","","全时段","","","美股","USD","","1.47","1.5","0.9","","","","","0.07","0.05","","3.99"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.18","100","818.00","全部成交","100@8.18","2025/04/21 11:50:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","","","","2.29"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.21","50","410.50","全部成交","50@8.21","2025/04/21 11:37:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.25","50","412.50","全部成交","50@8.25","2025/04/21 11:32:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","NVDA","英伟达","95.70","20","1,914.00","已撤单","0@0.00","2025/04/21 10:53:24 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.28","50","414.00","已撤单","0@0.00","2025/04/21 10:23:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.28","100","828.00","已撤单","0@0.00","2025/04/21 10:19:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","96.20","10","962.00","全部成交","10@96.20","2025/04/21 10:12:38 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","NVDA","英伟达","96.50","10","965.00","已撤单","0@0.00","2025/04/21 10:07:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","96.45","10","964.50","全部成交","10@96.45","2025/04/21 10:03:35 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.36","50","418.00","全部成交","50@8.36","2025/04/21 10:02:21 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.42","50","421.00","全部成交","50@8.42","2025/04/21 09:58:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","NVDA","英伟达","96.80","10","968.00","已撤单","0@0.00","2025/04/21 09:57:53 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","96.80","20","1,936.00","已撤单","0@0.00","2025/04/21 09:57:04 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","97.10","10","971.00","全部成交","10@97.10","2025/04/21 09:55:52 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.50","50","425.00","全部成交","50@8.50","2025/04/21 09:43:37 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","NVDA","英伟达","97.80","10","978.00","全部成交","10@97.80","2025/04/21 09:36:51 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"卖出","NVDA","英伟达","99.10","10","991.00","全部成交","10@99.10","2025/04/21 09:34:42 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","0.03","0.01","","2.06"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.55","50","427.50","已撤单","0@0.00","2025/04/21 09:30:54 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.56","50","428.00","已撤单","0@0.00","2025/04/21 08:07:23 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.56","50","428.00","已撤单","0@0.00","2025/04/21 07:56:25 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","97.90","10","979.00","全部成交","10@97.90","2025/04/21 06:10:50 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.72","50","436.00","全部成交","50@8.72","2025/04/21 04:17:38 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","IQ","爱奇艺","1.61","12,500","20,125.00","已撤单","0@0.00","2025/04/17 11:18:22 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.95","100","895.00","已撤单","0@0.00","2025/04/17 11:04:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","100.08","10","1,000.80","全部成交","10@100.08","2025/04/17 11:02:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","SOXL","三倍做多半导体ETF-Direxion","8.85","100","885.00","已撤单","0@0.00","2025/04/17 10:59:54 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","100.20","20","2,004.00","已撤单","0@0.00","2025/04/17 10:56:45 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","100.34","10","1,003.40","已撤单","0@0.00","2025/04/17 10:53:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","100.40","10","1,004.00","已撤单","0@0.00","2025/04/17 10:44:13 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","9.02","50","451.00","全部成交","50@9.02","2025/04/17 10:35:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","GLD","黄金ETF-SPDR","306.00","85","26,010.00","全部成交","85@306.00","2025/04/16 21:55:28 (美东)","限价单","当日有效","","全时段","","","美股","USD","","0.99","1","0.26","","","","","","","","2.25"
"买入","GLD","黄金ETF-SPDR","308.50","85","26,222.50","已撤单","0@0.00","2025/04/16 19:56:53 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖空","GLD","黄金ETF-SPDR","306.20","85","26,027.00","全部成交","85@306.20","2025/04/16 11:41:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.26","","","","","0.72","0.01","","2.98"
"买入","NVDA","英伟达","103.40","10","1,034.00","已撤单","0@0.00","2025/04/16 11:08:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","9.11","50","455.50","已撤单","0@0.00","2025/04/16 04:18:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","9.18","50","459.00","全部成交","50@9.18","2025/04/16 01:35:29 (美东)","限价单","当日有效","","全时段","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","00981","中芯国际","44.00","500","22,000.00","已撤单","0@0.00","2025/04/16 10:23:50 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"卖空","00981","中芯国际","47.60","500","23,800.00","已撤单","0@0.00","2025/04/16 09:31:44 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"卖空","AVGO","博通","182.30","20","3,646.00","已撤单","0@0.00","2025/04/15 10:13:50 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","SOXL","三倍做多半导体ETF-Direxion","10.96","100","1,096.00","全部成交","100@10.96","2025/04/15 09:46:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","0.03","0.02","","2.34"
"买入","AMZN","亚马逊","180.00","10","1,800.00","已撤单","0@0.00","2025/04/14 12:12:47 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","PDD","拼多多","88.00","25","2,200.00","已撤单","0@0.00","2025/04/11 11:30:13 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","TLT","20+年以上美国国债ETF-iShares","84.70","25","2,117.50","已撤单","0@0.00","2025/04/11 11:05:13 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","00981","中芯国际","46.90","2,500","117,250.00","全部成交","2,500@46.90","2025/04/11 14:39:28 (香港)","限价单","当日有效","允许","","","","港股","HKD","","35.18","15","2.35","118","6.62","3.17","0.18","","","","180.5"
"卖空","00981","中芯国际","47.80","500","23,900.00","全部成交","500@47.80","2025/04/11 11:41:59 (香港)","限价单","当日有效","允许","","","","港股","HKD","","7.17","15","2","24","1.35","0.65","0.04","","","","50.21"
"卖空","00981","中芯国际","47.60","500","23,800.00","已撤单","0@0.00","2025/04/11 11:33:30 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","",""
"卖空","00981","中芯国际","47.30","500","23,650.00","全部成交","500@47.30","2025/04/11 11:30:08 (香港)","限价单","当日有效","允许","","","","港股","HKD","","7.1","15","2","24","1.34","0.64","0.04","","","","50.12"
"卖空","00981","中芯国际","46.90","500","23,450.00","全部成交","500@46.90","2025/04/11 11:19:26 (香港)","限价单","当日有效","允许","","","","港股","HKD","","7.04","15","2","24","1.32","0.63","0.04","","","","50.03"
"卖空","00981","中芯国际","46.30","500","23,150.00","全部成交","500@46.30","2025/04/11 09:54:42 (香港)","限价单","当日有效","允许","","","","港股","HKD","","6.95","15","2","24","1.31","0.63","0.03","","","","49.92"
"卖空","00981","中芯国际","45.40","500","22,700.00","全部成交","500@45.40","2025/04/11 09:34:51 (香港)","限价单","当日有效","允许","","","","港股","HKD","","6.81","15","2","23","1.28","0.61","0.03","","","","48.73"
"卖空","XPEV","小鹏汽车","18.74","500","9,370.00","已撤单","0@0.00","2025/04/10 14:50:59 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","SOXL","三倍做多半导体ETF-Direxion","9.93","100","993.00","已撤单","0@0.00","2025/04/10 14:45:01 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","SOXL","三倍做多半导体ETF-Direxion","9.80","695","6,811.00","全部成交","695@9.80","2025/04/10 14:32:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","3.41","3.48","2.09","","","","","0.19","0.12","","9.29"
"卖出","SOXL","三倍做多半导体ETF-Direxion","9.85","1,000","9,850.00","全部成交","1,000@9.85","2025/04/10 14:05:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","4.9","5","3","","","","","0.27","0.17","","13.34"
"卖出","SOXL","三倍做多半导体ETF-Direxion","10.10","1,000","10,100.00","已撤单","0@0.00","2025/04/10 13:51:51 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","SOXL","三倍做多半导体ETF-Direxion","9.90","1,895","18,760.50","已撤单","0@0.00","2025/04/10 13:19:51 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","8.94","80","715.20","全部成交","80@8.94","2025/04/10 12:14:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.24","","","","","","","","2.23"
"卖出","TLT","20+年以上美国国债ETF-iShares","87.00","25","2,175.00","全部成交","25@87.00","2025/04/10 12:13:40 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.08","","","","","0.06","0.01","","2.14"
"卖出","TLT","20+年以上美国国债ETF-iShares","86.98","25","2,174.50","已撤单","0@0.00","2025/04/10 12:06:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","SOXL","三倍做多半导体ETF-Direxion","9.20","385","3,542.00","全部成交","385@9.20","2025/04/10 11:51:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","1.89","1.93","1.16","","","","","","","","4.98"
"卖出","PDD","拼多多","90.01","75","6,750.75","全部成交","75@90.01","2025/04/10 11:51:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.23","","","","","0.19","0.01","","2.42"
"买入","SOXL","三倍做多半导体ETF-Direxion","9.30","430","3,999.00","全部成交","430@9.30","2025/04/10 11:48:30 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","2.11","2.15","1.29","","","","","","","","5.55"
"买入","SOXL","三倍做多半导体ETF-Direxion","9.44","500","4,720.00","全部成交","500@9.44","2025/04/10 11:32:07 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","2.45","2.5","1.5","","","","","","","","6.45"
"买入","SOXL","三倍做多半导体ETF-Direxion","9.55","500","4,775.00","全部成交","500@9.55","2025/04/10 11:23:31 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","2.45","2.5","1.5","","","","","","","","6.45"
"买入","SOXL","三倍做多半导体ETF-Direxion","9.68","1,000","9,680.00","已撤单","0@0.00","2025/04/10 11:17:27 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
